URL_Scrapped,Website_Address,Full_Address,Street_Number,Street_Name,Zipcode,State,City,County,Latitude,Longitude,Beds,Bath,Price,Available,Note,Timestamp
http://www.pma-rentals.com/rental_listings,"3810 Sweeten Creek, Arden, NC 28704","Sweeten Creek Rd, Arden, NC, United States of America",,Sweeten Creek Rd,,North Carolina,Arden,,35.472276,-82.514671,3,,"$2,300 ",11/1/2024,Data updated successfully,10/24/2024 19:18
http://www.pma-rentals.com/rental_listings,"1305 Pisgah Hwy, Candler, NC 28715","Pisgah Highway, Candler, Buncombe County, NC 28715, United States of America",,Pisgah Highway,28715,North Carolina,Candler,Buncombe County,35.536878,-82.6866991,3,,"$2,800 ",NOW,Data updated successfully,10/24/2024 19:18
http://www.pma-rentals.com/rental_listings,"15 Oakcrest Place, Asheville, NC 28806","15 Oakcrest Place, Asheville, NC 28806, United States of America",15.0,Oakcrest Place,28806,North Carolina,Asheville,Buncombe County,35.5778982,-82.6184134,3,,"$1,750 ",10/31/2024,Data updated successfully,10/24/2024 19:18
http://www.pma-rentals.com/rental_listings,"26 Oakcrest Pl., Asheville, NC 28806","26 Oakcrest Place, Asheville, NC 28806, United States of America",26.0,Oakcrest Place,28806,North Carolina,Asheville,Buncombe County,35.5774709,-82.618957,3,,"$1,950 ",NOW,Data updated successfully,10/24/2024 19:18
http://www.pma-rentals.com/rental_listings,"33 Enka Orchard St., Candler, NC 28715","Orchard St, Candler, NC, United States of America",,Orchard St,,North Carolina,Candler,,35.545608,-82.681508,2,,"$2,000 ",NOW,Data updated successfully,10/24/2024 19:18
http://www.pma-rentals.com/rental_listings,"6 Cottage St, Asheville, NC 28804","6 Cottage St, Asheville, NC, United States of America",6.0,Cottage St,,North Carolina,Asheville,,35.63307,-82.582009,2,,"$1,650 ",NOW,Data updated successfully,10/24/2024 19:18
https://www.houseinorderpm.com/homes-for-rent,"50 Crestmont Ave. Asheville, NC 28806","50 Crestmont Avenue, Asheville, NC 28806, United States of America",50.0,Crestmont Avenue,28806,North Carolina,Asheville,Buncombe County,35.5754231,-82.5713955,2,,"$3,400 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"46 Garden Circle Asheville, NC 28806","46 Garden Circle, Asheville, NC 28806, United States of America",46.0,Garden Circle,28806,North Carolina,Asheville,Buncombe County,35.5753239,-82.5732231,4,,"$2,500 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"358 London Road Asheville, NC 28803","London Road, Asheville, NC 28803, United States of America",,London Road,28803,North Carolina,Asheville,Buncombe County,35.5586749,-82.5335433,3,,$925 ,Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"1 Katra Lane Asheville, NC 28805","1 Katra Ln, Asheville, NC, United States of America",1.0,Katra Ln,,North Carolina,Asheville,,35.616968,-82.478006,1,,"$1,425 ",11/1/2024,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"38 Lone Coyote Ridge Unit A Fletcher, NC 28732","38 Lone Coyote Ridge, Fletcher, NC, United States of America",38.0,Lone Coyote Ridge,,North Carolina,Fletcher,,35.519673,-82.435008,2,,"$2,600 ",11/1/2024,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"135 Broad St. Unit 2 Asheville, NC 28801","135 Broad Street, Asheville, NC 28801, United States of America",135.0,Broad Street,28801,North Carolina,Asheville,Buncombe County,35.6040593,-82.5474166,1,,"$2,400 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"135 Broad St. Unit 3 Asheville, NC 28801","135 Broad Street, Asheville, NC 28801, United States of America",135.0,Broad Street,28801,North Carolina,Asheville,Buncombe County,35.6040593,-82.5474166,1,,"$1,795 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"46 Spicewood Rd. Unit B Weaverville, NC 28787","Spicewood Rd, Weaverville, NC, United States of America",,Spicewood Rd,,North Carolina,Weaverville,,35.704084,-82.600465,2,,"$1,795 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"46 Spicewood Rd. Unit C Weaverville, NC 28787","Spicewood Rd, Weaverville, NC, United States of America",,Spicewood Rd,,North Carolina,Weaverville,,35.704084,-82.600465,2,,"$2,200 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"1020 Baldwin Commons Drive Arden, NC 28704","Baldwin Gap Rd, Arden, NC, United States of America",,Baldwin Gap Rd,,North Carolina,Arden,,35.479099,-82.589687,3,,"$2,400 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"329 Moutain Laurel Asheville, NC 28805","Laurel Ln, Asheville, NC, United States of America",,Laurel Ln,,North Carolina,Asheville,,35.58211,-82.513424,1,,"$1,560 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"223 Williams Rd Fletcher, NC 28732","Williams Rd, Fletcher, NC, United States of America",,Williams Rd,,North Carolina,Fletcher,,35.479519,-82.482222,2,,"$1,200 ",11/5/2024,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"114 Shamrock Park Drive Landrum, SC 29356","114 Shamrock Park Drive, Landrum, Spartanburg County, SC 29356, United States of America",114.0,Shamrock Park Drive,29356,South Carolina,Landrum,Spartanburg County,35.1620725,-82.176161,3,,"$1,750 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"7 Sirenas Way Unit A Fletcher, NC 28732","Fletcher, North Carolina, United States of America",,,,North Carolina,Fletcher,,35.43067,-82.50123,2,,"$1,725 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"28 Edgemont Rd Unit 12 Asheville, NC 28801","28 Edgemont Road, Asheville, NC 28801, United States of America",28.0,Edgemont Road,28801,North Carolina,Asheville,Buncombe County,35.6130277,-82.5446201,2,,"$1,825 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"30 Edgemont Rd Unit 24 Asheville, NC 28801","30 Edgemont Road, Asheville, NC 28801, United States of America",30.0,Edgemont Road,28801,North Carolina,Asheville,Buncombe County,35.6130567,-82.5445597,3,,"$1,425 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"1451 Dana Rd Hendersonville, NC 28792","Dana Road, Hendersonville, NC 28792, United States of America",,Dana Road,28792,North Carolina,Hendersonville,Henderson County,35.328578,-82.439891,2,,"$2,300 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"131 W Chestnut St Unit B Asheville, NC 28801","West Chestnut Street, Asheville, NC 28801, United States of America",,West Chestnut Street,28801,North Carolina,Asheville,Buncombe County,35.6016246,-82.5606639,2,,"$1,400 ",Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"9 Kenilworth Knolls Unit 217 Asheville, NC 28805","Kenilworth Knoll, Asheville, NC, United States of America",,Kenilworth Knoll,,North Carolina,Asheville,,35.589669,-82.529713,1,,$850 ,Now,Data processed successfully,10/24/2024 19:17
https://www.houseinorderpm.com/homes-for-rent,"26 Edgemont Rd. Asheville, NC 28801","26 Edgemont Road, Asheville, NC 28801, United States of America",26.0,Edgemont Road,28801,North Carolina,Asheville,Buncombe County,35.6129987,-82.5446805,4,,,Now,Data processed successfully,10/24/2024 19:17
https://www.leslieandassoc.com/apartments,8202 Terra Drive,"8202 Terra Drive, Buncombe County, NC 28704, United States of America",8202.0,Terra Drive,28704,North Carolina,,Buncombe County,35.4855821,-82.4946166,3 BR,,"$1,395.00 ",,Data processed successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,30 Clairmont Avenue,"30 Clairmont Avenue, Norwich, CT 06360, United States of America",30.0,Clairmont Avenue,06360,Connecticut,Norwich,Southeastern Connecticut Planning Region,41.5278687,-72.0703204,3 BR,,"$1,395.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,85 Merrimon Avenue,"85 Merrimon Avenue, Asheville, NC 28801, United States of America",85.0,Merrimon Avenue,28801,North Carolina,Asheville,Buncombe County,35.6020205,-82.5531854,Studio,,$850.00 ,,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,68 N French Broad Ave #1H,"North French Broad Avenue, Asheville, NC 28801, United States of America",,North French Broad Avenue,28801,North Carolina,Asheville,Buncombe County,35.5948882,-82.5586229,2 BR,,"$1,395.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,56 South Lexington Ave,"56 South Lexington Avenue, Moore Hill, Knox County, KY 40701, United States of America",56.0,South Lexington Avenue,40701,Kentucky,,Knox County,36.9361915,-84.0805432,1 BR,,"$1,295.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,453 Kenilworth Road Apt D,,,,,,,,,,2 BR,,"$1,245.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,85 Merrimon Ave Unit 1,"Aeugst am Albis, Bezirk Affoltern, Switzerland",,,,Zurich,,Bezirk Affoltern,47.27541,8.4897,1 BR,,"$1,095.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,85 Walnut Street #406,"85 Walnut Street, Wynnum QLD 4178, Australia",85.0,Walnut Street,4178,Queensland,Brisbane City,,-27.4479206,153.1769547,Studio,,"$1,195.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,100 Coxe Avenue #408,"Coxe Avenue, New Hartford, Town of Whitestown, NY 13492, United States of America",,Coxe Avenue,13492,New York,Town of New Hartford,Oneida County,43.098312,-75.31686,1 BR,,"$1,195.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,82 Merrimon Avenue 3,"Ilām, Mechī Zone, Nepal",,,,Eastern Region,,Mechī Zone,26.91667,87.91667,2 BR,,"$1,495.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,702 Carlyle Way,"Carlyle Way, London, SE28 8GR, United Kingdom",,Carlyle Way,SE28 8GR,England,London,Royal Borough of Greenwich,51.5039717,0.1186573,1 BR,,"$1,245.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,265 Charlotte St #18,"Charlotte Street, Denver Park, George, 6530, South Africa",,Charlotte Street,6530,,George,,-33.9506227,22.4731104,1 BR,,$975.00 ,,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,7 Violet Hills Circle,"Circle, Montana, United States of America",,,,Montana,Circle,McCone County,47.41667,-105.59222,1 BR,,"$1,145.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,24 Old Chunn’s Cove Rd. #5,"Morang, Kosī Zone, Nepal",,,,Eastern Region,,Kosī Zone,26.66667,87.5,3 BR,,"$1,695.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,68 N French Broad Ave #3C,"North French Broad Avenue, Asheville, NC 28801, United States of America",,North French Broad Avenue,28801,North Carolina,Asheville,Buncombe County,35.5948882,-82.5586229,3 BR,,"$1,995.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,265 Charlotte Street 10,"Charlotte Street, Old Toronto, ON M5V 2H5, Canada",,Charlotte Street,M5V 2H5,Ontario,Old Toronto,,43.6466031,-79.393925,3 BR,,"$1,195.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,1746 Tunnel Road,"1746 Tunnel Road, Beaver Point, Estes Park, CO 80517, United States of America",1746.0,Tunnel Road,80517,Colorado,Estes Park,Larimer County,40.3603405,-105.5553932,2 BR,,"$1,295.00 ",,Data updated successfully,10/24/2024 19:16
https://www.leslieandassoc.com/apartments,Glen-Beale Apartments,,,,,,,,,,2 BR,,"$1,295.00 ",,Data processed successfully,10/24/2024 19:16
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"111 Becky Don Drive, Greer, SC 29651","111 Becky Don Drive, Greer, SC 29651, United States of America",111.0,Becky Don Drive,29651,South Carolina,Greer,Greenville County,34.9542403,-82.2395113,2,,"$1,245/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"304 Country Gardens Drive, Fountain Inn, SC 29644","304 Country Gardens Drive, Fountain Inn, SC 29644, United States of America",304.0,Country Gardens Drive,29644,South Carolina,Fountain Inn,Laurens County,34.7082597,-82.1797432,3,,"$1,595/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"3 Traynham Street, Greenville, SC 29605","3 Traynham Street, Dreher Colony, Greenville County, SC 29605, United States of America",3.0,Traynham Street,29605,South Carolina,,Greenville County,34.8016082,-82.379317,2,,"$1,100/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"388 Carney Street, Drayton, SC 29333","388 Carney Street, Drayton, Spartanburg County, SC 29333, United States of America",388.0,Carney Street,29333,South Carolina,,Spartanburg County,34.9718135,-81.9035065,2,,$900/mo.,12/12/2024,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"10 Traynham Street Unit A, Greenville, SC 29605","10 Traynham Street, Dreher Colony, Greenville County, SC 29605, United States of America",10.0,Traynham Street,29605,South Carolina,,Greenville County,34.8014428,-82.3792334,2,,"$1,100/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"126 Adger Rd, Pendleton, SC 29670","Adger Road, La France, SC 29670, United States of America",,Adger Road,29670,South Carolina,La France,Anderson County,34.6250376,-82.7836511,3,,"$1,675/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"108 Bluet Lane, Taylors, SC 29687","Bluet Dr, Gray Court, SC, United States of America",,Bluet Dr,,South Carolina,Gray Court,,34.559278,-82.208894,3,,"$1,650/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"848 Throckmorton Ct., Greenville, SC 29605","Throckmorton Court, Greenville County, SC 29636, United States of America",,Throckmorton Court,29636,South Carolina,,Greenville County,34.7542662,-82.3544538,4,,"$2,400/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"224 Spring Street, Arcadia, SC 29320","224 Spring Street, Arcadia, Spartanburg County, SC 29320, United States of America",224.0,Spring Street,29320,South Carolina,,Spartanburg County,34.960653,-81.991016,2,,"$1,100/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"122 Frances Cannon Drive, Anderson, SC 29621","Frances Cannon Dr, Anderson, SC, United States of America",,Frances Cannon Dr,,South Carolina,Anderson,,34.572849,-82.670676,5,,"$2,595/mo.",12/12/2024,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"430 Pleasant Valley Rd, Spartanburg, SC 29307","430 Pleasant Valley Road, Spartanburg County, SC 29307, United States of America",430.0,Pleasant Valley Road,29307,South Carolina,,Spartanburg County,35.001273,-81.7911955,3,,"$1,395/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"205 Carlton Drive, Spartanburg, SC 29306","205 Carlton Drive, Spartanburg, SC 29302, United States of America",205.0,Carlton Drive,29302,South Carolina,Spartanburg,Spartanburg County,34.9260705,-81.9020665,3,,"$1,395/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"10 Rimmon Trail, Travelers Rest, SC 29690","10 Rimmon Trail, Travelers Rest, SC 29690, United States of America",10.0,Rimmon Trail,29690,South Carolina,Travelers Rest,Greenville County,34.9669373,-82.4377254,2,,"$1,995/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"88 West Park Drive H, Spartanburg, SC 29306","W Park Dr, Spartanburg, SC, United States of America",,W Park Dr,,South Carolina,Spartanburg,,34.935423,-81.914051,2,,$875/mo.,Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"100 East Washington Street #66, Greenville, SC 29601","100 East Washington Street, Greenville, SC 29601, United States of America",100.0,East Washington Street,29601,South Carolina,Greenville,Greenville County,34.8501837,-82.3978999,1,,"$1,695/mo.",11/8/2024,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"326 S. Spring Street, Spartanburg, SC 29306","326 South Spring Street, Spartanburg, SC 29306, United States of America",326.0,South Spring Street,29306,South Carolina,Spartanburg,Spartanburg County,34.943117,-81.930856,2,,"$1,465/mo.",11/9/2024,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"328 S. Spring Street, Spartanburg, SC 29306","328 South Spring Street, Spartanburg, SC 29306, United States of America",328.0,South Spring Street,29306,South Carolina,Spartanburg,Spartanburg County,34.9430419,-81.9309966,2,,"$1,465/mo.",11/9/2024,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"304 Shaw Street, Greenville, SC 29609","304 Shaw Street, Greenville, SC 29609, United States of America",304.0,Shaw Street,29609,South Carolina,Greenville,Greenville County,34.8674884,-82.4069633,2,,"$1,125/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"84 West Park Drive D, Spartanburg, SC 29306","84 West Park Drive, Spartanburg, SC 29306, United States of America",84.0,West Park Drive,29306,South Carolina,Spartanburg,Spartanburg County,34.9368009,-81.9138145,2,,$875/mo.,Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"250 Cedar Ridge, Anderson, SC 29621","250 Cedar Ridge, Highland Acres, Anderson, SC 29621, United States of America",250.0,Cedar Ridge,29621,South Carolina,Anderson,Anderson County,34.5072036,-82.6097315,2,,"$1,000/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"9 Reedy River Way, Greenville, SC 29605","9 Reedy River Way, Greenville County, SC 29605, United States of America",9.0,Reedy River Way,29605,South Carolina,,Greenville County,34.7376261,-82.327758,3,,"$2,095/mo.",Immediately,Data processed successfully,10/24/2024 19:14
https://www.pattonallenpm.com/for-rent/,"187 Swannanoa Ave Asheville, NC 28806","187 Swannanoa Avenue, Asheville, NC 28806, United States of America",187.0,Swannanoa Avenue,28806,North Carolina,Asheville,Buncombe County,35.5718904,-82.576831,2,,"$2,500 ",Now,Data processed successfully,10/24/2024 19:14
https://www.pattonallenpm.com/for-rent/,"731 Macedonia Rd Asheville, NC 28804-9650","731 Macedonia Rd, Asheville, NC, United States of America",731.0,Macedonia Rd,,North Carolina,Asheville,,35.650303,-82.62746,3,,"$1,350 ",Now,Data processed successfully,10/24/2024 19:14
https://www.pattonallenpm.com/for-rent/,"33 Starnes Ave Apt 3 Asheville, NC 28801","33 Starnes Avenue, Asheville, NC 28801, United States of America",33.0,Starnes Avenue,28801,North Carolina,Asheville,Buncombe County,35.600014,-82.5571439,1,,"$1,325 ",Now,Data processed successfully,10/24/2024 19:14
https://www.pattonallenpm.com/for-rent/,"7 Night Owl Haven Fletcher, NC 28732","Knight St, Robbinsville, NC, United States of America",,Knight St,,North Carolina,Robbinsville,,35.325381,-83.810758,3,,"$2,200 ",12/12/2024,Data processed successfully,10/24/2024 19:14
